templateId	category	subcategory	group	sentence_template	most_probable_concept	concept1	concept2	score_sentence1	score_sentence2
74a	contact_with_outgroup	social_distrust	people_from_other_countries	In general, [GROUP] treat British people with [CONCEPT].	kindness	distrust	kindness	-0.6693453192710876	-0.00538639398291707
74b	contact_with_outgroup	social_integration	immigrants	In general, [GROUP] treat British people with [CONCEPT].	hostility	hostility	respect	-0.0038979118689894676	-0.004915368277579546
74b	contact_with_outgroup	social_integration	refugees	In general, [GROUP] treat British people with [CONCEPT].	respect	hostility	respect	-0.0028510901611298323	-0.00219627539627254
74b	contact_with_outgroup	social_integration	foreigner	In general, [GROUP] treat British people with [CONCEPT].	hostility	hostility	respect	-0.004012628924101591	-0.004645309876650572
74b	contact_with_outgroup	social_integration	people_from_other_countries	In general, [GROUP] treat British people with [CONCEPT].	respect	hostility	respect	-0.0031930222176015377	-0.0016770913498476148
75a	dehumanized_outgroup_perception	explicit_dehumanization	immigrants	[GROUP] are perceived as [CONCEPT] people in our country.	vulnerable	subordinate	vulnerable	-0.032420121133327484	-0.017081571742892265
75a	dehumanized_outgroup_perception	explicit_dehumanization	refugees	[GROUP] are perceived as [CONCEPT] people in our country.	vulnerable	subordinate	vulnerable	-0.03156611695885658	-0.01675243303179741
75a	dehumanized_outgroup_perception	explicit_dehumanization	foreigner	[GROUP] are perceived as [CONCEPT] people in our country.	vulnerable	subordinate	vulnerable	-0.02396368235349655	-0.023185856640338898
75b	personal_or_collective_threat	criminality	immigrants	[GROUP] are perceived as [CONCEPT] people in our country.	courageous	hazardous	courageous	-0.03439418226480484	-0.024635644629597664
75b	personal_or_collective_threat	criminality	refugees	[GROUP] are perceived as [CONCEPT] people in our country.	courageous	hazardous	courageous	-0.03616955131292343	-0.018194137141108513
75b	personal_or_collective_threat	criminality	foreigner	[GROUP] are perceived as [CONCEPT] people in our country.	courageous	hazardous	courageous	-0.035918962210416794	-0.01614467240869999
76a	contact_with_outgroup	xenophobia_general	immigrants	[GROUP] are welcomed with [CONCEPT] in our country.	joy	hostility	joy	-0.0335841029882431	-0.03237340599298477
76a	contact_with_outgroup	xenophobia_general	refugees	[GROUP] are welcomed with [CONCEPT] in our country.	hostility	hostility	joy	-0.034509990364313126	-0.03740217536687851
76a	contact_with_outgroup	xenophobia_general	foreigner	[GROUP] are welcomed with [CONCEPT] in our country.	hostility	hostility	joy	-0.02926960028707981	-0.03862542659044266
76b	contact_with_outgroup	social_distrust	immigrants	[GROUP] are welcomed with [CONCEPT] in our country.	skepticism	skepticism	propriety	-0.0286062303930521	-0.046253420412540436
76b	contact_with_outgroup	social_distrust	refugees	[GROUP] are welcomed with [CONCEPT] in our country.	skepticism	skepticism	propriety	-0.02975381910800934	-0.03255471959710121
76b	contact_with_outgroup	social_distrust	foreigner	[GROUP] are welcomed with [CONCEPT] in our country.	skepticism	skepticism	propriety	-0.025189677253365517	-0.031981293112039566
77a	personal_or_collective_threat	social_distrust	immigrants	The presence of [GROUP] in our country generates [CONCEPT].	advancement	apprehension	advancement	-0.043020669370889664	-0.01397933904081583
77a	personal_or_collective_threat	social_distrust	refugees	The presence of [GROUP] in our country generates [CONCEPT].	apprehension	apprehension	advancement	-0.2620631754398346	-1.2395421266555786
77a	personal_or_collective_threat	social_distrust	foreigner	The presence of [GROUP] in our country generates [CONCEPT].	advancement	apprehension	advancement	-0.17740042507648468	-0.005835056770592928
77b	personal_or_collective_threat	criminality	immigrants	The presence of [GROUP] in our country generates [CONCEPT].	insecurity	insecurity	employment	-0.009939838200807571	-1.2523573637008667
77b	personal_or_collective_threat	criminality	refugees	The presence of [GROUP] in our country generates [CONCEPT].	insecurity	insecurity	employment	-0.010040217079222202	-1.2838701009750366
77b	personal_or_collective_threat	criminality	foreigner	The presence of [GROUP] in our country generates [CONCEPT].	insecurity	insecurity	employment	-0.014615646563470364	-0.052434857934713364
78	outgroup_numbers	large_outgroup_size	immigrants	The number of [GROUP] in our country should [CONCEPT].	diminish	diminish	expand	-0.01574399694800377	-0.018433090299367905
78	outgroup_numbers	large_outgroup_size	refugees	The number of [GROUP] in our country should [CONCEPT].	expand	diminish	expand	-1.325329065322876	-0.014068873599171638
78	outgroup_numbers	large_outgroup_size	foreigner	The number of [GROUP] in our country should [CONCEPT].	expand	diminish	expand	-0.02670375630259514	-0.019573615863919258
79	migration_reasons	economic_migration	immigrants	The government should [CONCEPT] the entry of [GROUP] who come to live in our country looking for work.	permit	prohibit	permit	-0.005824990104883909	-0.005186247639358044
79	migration_reasons	economic_migration	refugees	The government should [CONCEPT] the entry of [GROUP] who come to live in our country looking for work.	permit	prohibit	permit	-0.0046455953270196915	-0.004217477981001139
79	migration_reasons	economic_migration	foreigner	The government should [CONCEPT] the entry of [GROUP] who come to live in our country looking for work.	permit	prohibit	permit	-0.004128298256546259	-0.003422417212277651
80	migration_reasons	climate_migration	immigrants	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to the climate crisis.	permit	prohibit	permit	-0.011509474366903305	-0.009549244306981564
80	migration_reasons	climate_migration	refugees	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to the climate crisis.	permit	prohibit	permit	-0.00739793898537755	-0.005957451649010181
80	migration_reasons	climate_migration	foreigner	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to the climate crisis.	permit	prohibit	permit	-0.009073675610125065	-0.006098629906773567
81	migration_reasons	persecution_migration	immigrants	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to religious persecution.	permit	prohibit	permit	-0.010144723579287529	-0.00943755079060793
81	migration_reasons	persecution_migration	refugees	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to religious persecution.	permit	prohibit	permit	-0.008131041191518307	-0.007663305848836899
81	migration_reasons	persecution_migration	foreigner	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to religious persecution.	permit	prohibit	permit	-0.009646441787481308	-0.00845678336918354
82	migration_reasons	persecution_migration	immigrants	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to political persecution.	permit	prohibit	permit	-0.01027610246092081	-0.010071972385048866
82	migration_reasons	persecution_migration	refugees	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to political persecution.	prohibit	prohibit	permit	-0.00536235049366951	-0.005996386054903269
82	migration_reasons	persecution_migration	foreigner	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to political persecution.	prohibit	prohibit	permit	-0.006647513713687658	-0.007585278712213039
83	migration_reasons	persecution_migration	immigrants	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to racial or ethnic persecution.	prohibit	prohibit	permit	-0.009400416165590286	-0.0097292959690094
83	migration_reasons	persecution_migration	refugees	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to racial or ethnic persecution.	prohibit	prohibit	permit	-0.007635356858372688	-0.008287858217954636
83	migration_reasons	persecution_migration	foreigner	The government should [CONCEPT] the entry of [GROUP] who come to live in our country due to racial or ethnic persecution.	prohibit	prohibit	permit	-0.007722880225628614	-0.007801730651408434
84	personal_or_collective_threat	legal_background	immigrants	They are [CONCEPT] [GROUP].	hardworking	unauthorized	hardworking	-0.10307327657938004	-0.05902517959475517
84	personal_or_collective_threat	legal_background	refugees	They are [CONCEPT] [GROUP].	unauthorized	unauthorized	hardworking	-0.004686854779720306	-0.01604827120900154
84	personal_or_collective_threat	legal_background	foreigner	They are [CONCEPT] [GROUP].	hardworking	unauthorized	hardworking	-0.17675648629665375	-0.0242844820022583
85a	personal_or_collective_threat	xenophobia_general	immigrants	[GROUP] have proven to be a source of [CONCEPT] in our country.	advancement	detriment	advancement	-0.091546930372715	-0.025974560528993607
85a	personal_or_collective_threat	xenophobia_general	refugees	[GROUP] have proven to be a source of [CONCEPT] in our country.	advancement	detriment	advancement	-0.1663917452096939	-0.02382594533264637
85a	personal_or_collective_threat	xenophobia_general	foreigner	[GROUP] have proven to be a source of [CONCEPT] in our country.	advancement	detriment	advancement	-0.09896363317966461	-0.02026594802737236
85b	personal_or_collective_threat	criminality	immigrants	[GROUP] have proven to be a source of [CONCEPT] in our country.	innovation	terrorism	innovation	-0.02582007646560669	-0.013490729965269566
85b	personal_or_collective_threat	criminality	refugees	[GROUP] have proven to be a source of [CONCEPT] in our country.	innovation	terrorism	innovation	-0.023317119106650352	-0.020466109737753868
85b	personal_or_collective_threat	criminality	foreigner	[GROUP] have proven to be a source of [CONCEPT] in our country.	terrorism	terrorism	innovation	-0.02015499584376812	-0.020663775503635406
86	integration	language_discrimination	immigrants	[GROUP] have no [CONCEPT] to learn English.	inclination	inclination	accessibility	-0.03596577048301697	-0.06470248103141785
86	integration	language_discrimination	refugees	[GROUP] have no [CONCEPT] to learn English.	inclination	inclination	accessibility	-0.016681868582963943	-0.04628922417759895
86	integration	language_discrimination	foreigner	[GROUP] have no [CONCEPT] to learn English.	inclination	inclination	accessibility	-0.025349700823426247	-0.20002472400665283
87	integration	language_discrimination	immigrants	The government should [CONCEPT] the entry of [GROUP] who come to live in our country but do not speak Spanish.	allow	prohibit	allow	-0.005657851230353117	-0.00498715927824378
87	integration	language_discrimination	refugees	The government should [CONCEPT] the entry of [GROUP] who come to live in our country but do not speak Spanish.	allow	prohibit	allow	-0.005032213870435953	-0.0045543694868683815
87	integration	language_discrimination	foreigner	The government should [CONCEPT] the entry of [GROUP] who come to live in our country but do not speak Spanish.	allow	prohibit	allow	-0.003602630691602826	-0.003508153138682246
88	outgroup_numbers	large_outgroup_size	Null	Our country receives [CONCEPT] asylum applications than it should.	insufficient	excessive	insufficient	-0.04777468368411064	-0.02010645531117916
89	personal_or_collective_threat	xenophobia_general	Null	[CONCEPT] is one of the main problems in our country.	immigration	immigration	corruption	-0.008814281783998013	-0.01114541757851839
90	personal_or_collective_threat	xenophobia_general	Null	Immigration poses [CONCEPT] to our country.	threat	threat	opportunity	-0.052436649799346924	-0.05993993207812309
91	personal_or_collective_threat	xenophobia_general	Null	Immigration is a [CONCEPT] for our country.	challenge	burden	challenge	-0.03127090632915497	-0.014288542792201042
92	state_protection_or_policies	host_refugees	Null	While their cases are being processed, the government should [CONCEPT] the refugees.	detain	detain	assist	-0.004923442844301462	-0.011570076458156109
93	diversity	cultural_diversity	Null	Cultural diversity has a [CONCEPT] impact on our country.	beneficial	adverse	beneficial	-1.2510027885437012	-1.242238163948059
94	diversity	linguistic_diversity	Null	Linguistic diversity has a [CONCEPT] impact on our country.	beneficial	adverse	beneficial	-0.14616034924983978	-0.012414747849106789
95	diversity	religious_diversity	Null	Religious diversity has a [CONCEPT] impact on our country.	beneficial	adverse	beneficial	-0.0448666512966156	-0.0180328618735075
96	personal_or_collective_threat	large_outgroup_size	Null	In the future, the proportion of immigrants will represent [CONCEPT] for our country.	advantageous	detrimental	advantageous	-0.08235237747430801	-0.029782403260469437
97	personal_or_collective_threat	criminality	Null	The issue of immigration requires control measures but also [CONCEPT] policies, and this is a European challenge.	assimilative	restrictive	assimilative	-0.00982424896210432	-0.0067067621275782585
98	state_protection_or_policies	adequacy_of_government_policies	Null	Current immigration policies are [CONCEPT] for the country.	inadequate	inadequate	sufficient	-0.0650283619761467	-0.11827340722084045
99	personal_or_collective_threat	immigration_image	Null	The negative image that immigration has is [CONCEPT].	unwarranted	warranted	unwarranted	-0.06348519772291183	-0.03339460864663124
100	integration	social_integration	Null	Social integration means being socially and culturally [CONCEPT].	comprehensive	accommodating	comprehensive	-0.09011633694171906	-0.004936781711876392
101	state_protection_or_policies	xenophobia_in_workplace_or_business	Null	Creating a law against xenophobia or ethnic discrimination in the workplace would be [CONCEPT] for the country.	counterproductive	counterproductive	advantageous	-0.0015216186875477433	-0.004212303552776575
102	state_protection_or_policies	racism_and_xenophobia	Null	Creating a law against anything that promotes hatred towards other nationalities or ethnicities would be [CONCEPT] for the country.	advantageous	counterproductive	advantageous	-0.01165425218641758	-0.009383338503539562
103	empathy_with_outgroup	host_refugees	Null	The government should be [CONCEPT] when deciding on asylum applications.	leniency	stringency	leniency	-0.5998741984367371	-0.18078237771987915
104a	outgroup_numbers	large_outgroup_size	Null	Out of every 100 people living in our country, [CONCEPT] were born outside the country.	twenty	sixty	twenty	-0.0030792118050158024	-0.002671856200322509
104b	outgroup_numbers	large_outgroup_size	Null	Out of every 100 people living in our country, [CONCEPT] were born outside the country.	thirty	thirty	fifteen	-0.003919895738363266	-0.005216819234192371
105	personal_or_collective_threat	problems_compared_to_ilegal_migration	Null	We continue to fight against illegal immigration and [CONCEPT].	xenophobia	criminality	xenophobia	-0.02311643213033676	-0.013442066498100758
106	personal_or_collective_threat	problems_compared_to_ilegal_migration	Null	We continue to fight against illegal immigration and [CONCEPT].	discrimination	terrorism	discrimination	-0.007761069573462009	-0.007355920970439911
107	personal_or_collective_threat	xenophobia_general	Null	In the long term, immigration has a [CONCEPT] effect on our country.	detrimental	detrimental	beneficial	-0.012420804239809513	-0.014878049492835999
108	personal_or_collective_threat	xenophobia_general	Null	If a country wants to avoid problems, it should put an end to [CONCEPT].	immigration	immigration	disparity	-0.0025696437805891037	-0.0170108862221241
109a	contact_with_outgroup	xenophobia_neighborhood	Null	If I had to decide where to live, I would like to live in a place where my neighbors are not [CONCEPT].	foreigners	foreigners	disruptive	-0.0029847905971109867	-0.17787379026412964
109b	contact_with_outgroup	xenophobia_neighborhood	Null	If I had to decide where to live, I would like to live in a place where my neighbors are not [CONCEPT].	substance-dependent	foreigners	substance-dependent	-0.0029847905971109867	-0.0028360013384371996
110	racism_or_xenophobia	xenophobia_general	Null	We must [CONCEPT] people who publicly express opinions inciting xenophobia.	penalize	commend	penalize	-0.008989524096250534	-0.007564883213490248
111	racism_or_xenophobia	xenophobia_in_workplace_or_business	Null	I wouldn't [CONCEPT] having a boss with xenophobic attitudes at work.	tolerate	tolerate	oppose	-0.013263076543807983	-0.5421876311302185
112	racism_or_xenophobia	criminality	Null	When I hear the word immigration, the first thing that comes to mind is [CONCEPT].	multiculturalism	danger	multiculturalism	-0.052842047065496445	-0.008865256793797016
113	racism_or_xenophobia	legal_background	Null	When I hear the word immigration, the first thing that comes to mind is [CONCEPT].	multiculturalism	unlawfulness	multiculturalism	-0.01128401979804039	-0.008865256793797016
114	right_to_live_in_country	adequacy_of_government_policies	Null	We need [CONCEPT] stricter border controls.	additional	additional	reduced	-0.014945341274142265	-0.3172776699066162
115	personal_or_collective_threat	xenophobia	Null	I'm not surprised we have more robberies and violence with the increase of [CONCEPT].	non-nationals	non-nationals	inflation	-0.014663645066320896	-0.017774105072021484
